id,name,description,category,difficulty,prep_time_minutes,cook_time_minutes,servings,calories,protein,carbs,fat,fiber,sugar,sodium,ingredients_count,ingredients_json,instructions_length,instructions_preview,diet_types,meal_types,allergens,tags,is_system,is_featured
8285175d-001f-423a-a003-767879ed788c,BOWL 10 - Bowl Post-Workout de Salmón  Patata,Receta dinner,dinner,easy,10,0,1,505,29.2,47.4,23.8,4.74,7.11,400.0,8,"[{""raw"": ""- 150 g de Salmón""}, {""raw"": ""- 200 g de Patata cocida""}, {""raw"": ""- 100 g de Brócoli al vapor""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 10 ml de Zumo de limón""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta negra""}]",284,"1. Corta la patata cocida en cubos y saltéala 2 minutos con una pizca de sal y orégano.
2. Cocina el...",,dinner,,,True,False
310b4c55-6f2f-4653-af99-457a920ba178,BOWL 11 - Bowl de Pavo  Arroz Jazmín,Receta lunch,lunch,medium,20,0,1,499,37.7,60.2,11.8,6.02,9.03,400.0,8,"[{""raw"": ""- 150 g de Pavo""}, {""raw"": ""- 150 g de Arroz jazmín cocido""}, {""raw"": ""- 80 g de Pimiento rojo""}, {""raw"": ""- 50 g de Cebolla morada""}, {""raw"": ""- 100 g de Espárragos""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta negra""}]",535,"1. Cocina el pavo en una sartén con aceite de oliva, sal y pimienta durante 4-5 minutos hasta que es...",,lunch,,,True,False
42775416-543e-4e37-b6f1-15384921d330,BOWL 12 - Bowl Omega de Caballa  Aguacate,Receta lunch,lunch,medium,20,0,1,440,22.9,15.3,33.3,1.53,2.29,400.0,8,"[{""raw"": ""- 120 g de Caballa""}, {""raw"": ""- 60 g de Aguacate""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 50 g de Cebolla morada""}, {""raw"": ""- 50 g de Espinacas frescas""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 10 ml de Zumo de limón""}, {""raw"": ""- 2 g de Sal""}]",487,"1. Cocina el caballa en una sartén o plancha con aceite de oliva, sal y pimienta durante 3-4 minutos...",,lunch,,,True,False
dcaa978f-9e84-40d0-b83c-26491b82d27c,BOWL 13 - Bowl de Sardinas  Patata  Salad Mix,Receta lunch,lunch,medium,20,0,1,497,30.5,46.0,21.6,4.6,6.9,400.0,8,"[{""raw"": ""- 100 g de Sardinas""}, {""raw"": ""- 200 g de Patata cocida""}, {""raw"": ""- 50 g de Lechuga/Salad mix""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 50 g de Cebolla morada""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 10 ml de Zumo de limón""}, {""raw"": ""- 2 g de Sal""}]",546,"1. Cocina el sardinas en una sartén o plancha con aceite de oliva, sal y pimienta durante 3-4 minuto...",,lunch,,,True,False
63242e3c-9b2a-4b81-8ff3-5db15b9149af,BOWL 14 - Bowl Vegetariano Proteico de Hummus,Receta lunch,lunch,medium,20,0,1,442,13.5,56.5,18.7,5.65,8.47,400.0,8,"[{""raw"": ""- 60 g de Hummus""}, {""raw"": ""- 150 g de Quinoa cocida""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 80 g de Pimiento rojo""}, {""raw"": ""- 50 g de Cebolla morada""}, {""raw"": ""- 50 g de Espinacas frescas""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 2 g de Sal""}]",501,"1. Prepara el hummus (si es necesario cocinarlo) o úsalo directamente si ya está listo.
3. Cocina la...",,lunch,,,True,False
6d74e5ff-cd82-40d2-94e1-3e7947bc0f22,BOWL 15 - Bowl Vegetariano de Arroz  Queso,Receta lunch,lunch,medium,20,0,1,440,16.9,66.7,12.8,6.67,10.01,400.0,8,"[{""raw"": ""- 150 g de Arroz blanco cocido""}, {""raw"": ""- 60 g de Queso fresco batido""}, {""raw"": ""- 100 g de Brócoli al vapor""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 80 g de Pimiento rojo""}, {""raw"": ""- 50 g de Cebolla morada""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 2 g de Sal""}]",478,"1. Prepara los ingredientes principales según sea necesario.
3. Cocina el arroz blanco cocido según ...",,lunch,,,True,False
02e6702f-4a54-4d00-a6a7-8ff0e206e522,BOWL 16 - Bowl Vegano de Lentejas  Verduras,Receta lunch,lunch,medium,20,0,1,353,17.0,49.3,11.4,4.93,7.4,400.0,8,"[{""raw"": ""- 150 g de Lentejas cocidas""}, {""raw"": ""- 100 g de Brócoli al vapor""}, {""raw"": ""- 80 g de Pimiento rojo""}, {""raw"": ""- 50 g de Cebolla morada""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta negra""}]",474,"1. Prepara el lentejas cocidas (si es necesario cocinarlo) o úsalo directamente si ya está listo.
2....",,lunch,,,True,False
4136de18-3c55-48a7-a15f-6895ea3fdf6f,BOWL 17 - Bowl Vegano de Quinoa  Tofu,Receta lunch,lunch,medium,20,0,1,574,25.9,53.6,31.4,5.36,8.04,400.0,8,"[{""raw"": ""- 150 g de Tofu firme""}, {""raw"": ""- 150 g de Quinoa cocida""}, {""raw"": ""- 100 g de Brócoli al vapor""}, {""raw"": ""- 80 g de Pimiento rojo""}, {""raw"": ""- 60 g de Aguacate""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta negra""}]",528,"1. Corta el tofu firme en cubos y saltéalo en una sartén con aceite de oliva, sal y pimienta durante...",,lunch,,,True,False
26ef267f-d542-468a-9597-74b769e19b78,BOWL 18 - Bowl Mediterráneo de,Receta lunch,lunch,easy,10,0,1,708,48.0,58.0,16.0,4.0,4.0,792.0,8,"[{""raw"": ""160 g de langostinos pelados""}, {""raw"": ""180 g de boniato cocido""}, {""raw"": ""120 g de aguacate""}, {""raw"": ""100 g de tomate cherry""}, {""raw"": ""60 g de espinacas""}, {""raw"": ""10 g de AOVE""}, {""raw"": ""Sal, pimienta, limón""}, {""raw"": ""Ajo en polvo (opcional)""}]",223,"1. Saltea los langostinos 2–3 min con sal, pimienta y un toque de ajo.
2. Corta el boniato en cubos ...",,lunch,,,True,False
91110b99-8af1-43f0-b12b-4b3ef3cd99b8,BOWL 19 - Bowl Black Marisco,Receta lunch,lunch,medium,15,0,1,699,36.0,53.0,29.0,11.0,18.0,477.0,8,"[{""raw"": ""200 g de calamares limpios""}, {""raw"": ""160 g de arroz cocido (blanco o jazmín)""}, {""raw"": ""120 g de pimiento rojo""}, {""raw"": ""80 g de cebolla""}, {""raw"": ""10 g de AOVE""}, {""raw"": ""Lima o limón""}, {""raw"": ""Sal, pimienta, cúrcuma""}, {""raw"": ""Perejil""}]",297,"1. Corta calamares en anillas y saltéalos 3–4 min con AOVE, sal y cúrcuma.
2. Añade la cebolla y el ...",,lunch,,,True,False
45f026c5-bba7-45c4-9913-6f6a08138e08,BOWL 1 - Bowl Mediterráneo de Pollo y Patata,Receta lunch deliciosa y nutritiva,lunch,easy,10,5,1,550,35.0,50.0,18.0,6.0,5.0,450.0,9,"[{""raw"": ""- 180 g de Pechuga de pollo""}, {""raw"": ""- 200 g de Patata cocida""}, {""raw"": ""- 60 g de Pimiento rojo""}, {""raw"": ""- 50 g de Pepino""}, {""raw"": ""- 30 g de Aceitunas""}, {""raw"": ""- 20 g de Cebolla morada""}, {""raw"": ""- 15 g de AOVE""}, {""raw"": ""- 1 pizca de Sal marina, orégano, pimienta""}, {""raw"": ""- 15 ml de Zumo de 1/2 limón""}]",332,"1. Corta la patata cocida en cubos y saltéala 2 minutos con una pizca de sal y orégano.
2. Cocina el...","normal, high_protein","lunch, dinner",,"mediterraneo, proteico, completo",True,False
8f2a12b4-e455-43b1-9c19-d9a671a16078,BOWL 20 - Bowl César Saludable con Pollo y,Receta lunch,lunch,easy,20,0,1,568,43.0,74.0,17.0,8.0,12.0,419.0,15,"[{""raw"": ""180 g de pechuga de pollo""}, {""raw"": ""180 g mezcla de lechugas (romana, iceberg, espinaca)""}, {""raw"": ""100 g tomate cherry""}, {""raw"": ""20 g parmesano rallado (opcional pero MUY recomendado)""}, {""raw"": ""1 huevo cocido""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal, pimienta, orégano""}, {""raw"": ""100 g yogur griego natural entero""}, {""raw"": ""10 g AOVE""}, {""raw"": ""1 cdita de mostaza""}, {""raw"": ""1 cdita de zumo de limón""}, {""raw"": ""1 diente pequeño de ajo picado muy fino""}, {""raw"": ""1 pizca de sal""}, {""raw"": ""1 pizca de pimienta""}, {""raw"": ""1 cdita de parmesano rallado (opcional)""}]",433,"1. Cocina el pollo a la sartén con sal, pimienta y orégano hasta dorar.
2. En un bol grande, coloca ...",,lunch,,,True,False
b3a024f4-45f8-40de-9877-92baa0364e1d,BOWL 21 - Poke Bowl con Salsa Especial,Receta lunch,lunch,medium,25,0,1,584,30.0,51.0,23.0,7.0,6.0,611.0,14,"[{""raw"": ""180 g de pechuga de pollo""}, {""raw"": ""1 huevo (para rebozar)""}, {""raw"": ""30 g harina de avena o harina de arroz""}, {""raw"": ""170 g arroz jazmín cocido""}, {""raw"": ""100 g aguacate""}, {""raw"": ""1 huevo pochado""}, {""raw"": ""10 g semillas de sésamo""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""1 cda de mayonesa light (15 g)""}, {""raw"": ""1 cda de salsa de soja (15 ml)""}, {""raw"": ""1 cda de vinagre de arroz (15 ml)""}, {""raw"": ""1 cdita de miel (opcional para equilibrar)""}, {""raw"": ""Pimienta negra""}]",421,"1. Empanado saludable:
 Corta el pollo en tiras.
 Sal y pimienta.
 Pásalo por huevo batido y luego p...",,lunch,,,True,False
b7387f75-78cf-4ac5-a210-dce87f59c619,BOWL 22 - Bowl Wok de Pollo,Receta lunch,lunch,medium,25,0,1,684,50.0,64.0,26.0,10.0,14.0,165.0,14,"[{""raw"": ""200 g contramuslo de pollo troceado""}, {""raw"": ""150 g fideos gruesos cocidos (udon o arroz grueso)""}, {""raw"": ""80 g brócoli""}, {""raw"": ""50 g zanahoria rallada""}, {""raw"": ""80 g pimiento rojo o verde lavado""}, {""raw"": ""40 g calabacín""}, {""raw"": ""15 g AOVE""}, {""raw"": ""15 g almendras troceadas""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""1 cda salsa de soja (15 ml)  agua para aligerar""}, {""raw"": ""1 cda vinagre de arroz (15 ml)""}, {""raw"": ""1 cdita miel o sirope natural""}, {""raw"": ""1 cdita jengibre rallado""}, {""raw"": ""1 cdita ajo picado""}]",374,"1. Cocina el contramuslo:
 Salpimenta el pollo.
 Saltéalo a fuego medio-alto con AOVE hasta dorar.
 ...",,lunch,,,True,False
5c57323d-fdc8-4fc6-abf3-4b240d19a7d2,BOWL 23 - Bowl Fuego,Receta lunch,lunch,medium,25,0,1,723,28.0,74.0,32.0,7.0,17.0,155.0,19,"[{""raw"": ""180 g contramuslo de pollo (queda más jugoso que la pechuga)""}, {""raw"": ""200 g boniato en cubos""}, {""raw"": ""100 g aguacate""}, {""raw"": ""80 g espinacas frescas""}, {""raw"": ""60 g pimiento rojo""}, {""raw"": ""10 g almendras laminadas""}, {""raw"": ""15 g AOVE""}, {""raw"": ""Sal, pimienta""}, {""raw"": ""Mezcla de especias: pimentón dulce, cúrcuma, ajo en polvo""}, {""raw"": ""1 huevo""}, {""raw"": ""25 g harina de arroz o avena""}, {""raw"": ""1 cdita pimentón""}, {""raw"": ""1 pizca de sal""}, {""raw"": ""1 cda tahini (15 g)""}, {""raw"": ""1 cda limón""}, {""raw"": ""1 cda agua""}, {""raw"": ""1 pizca de sal""}, {""raw"": ""1 pizca de ajo en polvo""}, {""raw"": ""Chips de ajo (1 diente laminado muy fino  gota de AOVE)""}]",376,"1. Asa el boniato:
 En sartén: 8–10 min con 5 g AOVE, sal, pimienta y pimentón.
 Debe quedar tierno ...",,lunch,,,True,False
f72303ba-9192-45d2-baed-7727508af05e,BOWL 24 - Bowl Sushi de Atún Tropical,Receta lunch,lunch,easy,15,0,1,738,30.0,49.0,20.0,7.0,2.0,745.0,15,"[{""raw"": ""160 g atún fresco calidad sushi (en cubos)""}, {""raw"": ""170 g arroz blanco cocido""}, {""raw"": ""120 g mango en cubos""}, {""raw"": ""80 g pepino""}, {""raw"": ""100 g aguacate""}, {""raw"": ""10 g semillas de sésamo""}, {""raw"": ""10 g AOVE (opcional)""}, {""raw"": ""Salsa de soja baja en sal (15 ml)""}, {""raw"": ""Zumo de limón o lima""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""1 cdita miel (opcional para armonizar sabores)""}, {""raw"": ""1 cda salsa de soja""}, {""raw"": ""1 cdita vinagre de arroz""}, {""raw"": ""½ cdita miel""}, {""raw"": ""1 cdita aceite de sésamo (opcional)""}]",384,"1. Corta el atún fresco en cubos y mézclalo con el marinado rápido (soja  vinagre 
miel).
2. Corta e...",,lunch,,,True,False
accb61b2-cfd2-428c-9302-141599b54141,BOWL 25 - Bowl Sushi con Fresas,Receta lunch,lunch,easy,12,0,1,642,44.0,66.0,25.0,10.0,16.0,546.0,15,"[{""raw"": ""160 g atún fresco calidad sushi""}, {""raw"": ""170 g arroz jazmín cocido""}, {""raw"": ""120 g fresas maduras en cubos""}, {""raw"": ""80 g pepino""}, {""raw"": ""100 g aguacate""}, {""raw"": ""10 g semillas de sésamo negro""}, {""raw"": ""10 g AOVE""}, {""raw"": ""1 cda salsa de soja (15 ml)""}, {""raw"": ""Zumo de ½ lima""}, {""raw"": ""1 cdita jengibre rallado (opcional pero brutal)""}, {""raw"": ""1 cda soja""}, {""raw"": ""1 cda lima""}, {""raw"": ""1 cdita miel""}, {""raw"": ""1 cdita agua""}, {""raw"": ""1 cdita jengibre""}]",408,"1. Corta el atún en cubos y déjalo reposar 5 min con salsa soja  lima.
2. Lava y corta las fresas en...",,lunch,,,True,False
f0707b31-adf1-4267-8031-d454c9328609,BOWL 26 - Bowl Proteico Vegetariano,Receta lunch,lunch,easy,15,0,1,737,61.0,55.0,21.0,6.0,3.0,800.0,10,"[{""raw"": ""170 g arroz cocido (blanco o jazmín)""}, {""raw"": ""150 g alubias pintas cocidas (lavadas y escurridas)""}, {""raw"": ""2 huevos tipo 0 - 1 (para tortilla francesa)""}, {""raw"": ""100 g aguacate""}, {""raw"": ""80 g espinacas baby""}, {""raw"": ""40 g cebolla (opcional, salteada)""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""1 chorrito de limón""}, {""raw"": ""Pimentón dulce o cúrcuma (opcional para la tortilla)""}]",391,"1. Prepara la tortilla francesa:
 Bate los huevos con sal y pimienta.
 Opcional: añade cúrcuma o pim...",,lunch,,,True,False
bf0af260-99a6-4128-81de-7d7228148fcb,BOWL 27 - Poke Bowl Tropical con PIña,Receta lunch,lunch,easy,12,0,1,713,39.0,70.0,22.0,7.0,8.0,315.0,17,"[{""raw"": ""160 g salmón fresco calidad sushi (en cubos)""}, {""raw"": ""170 g arroz blanco o jazmín cocido""}, {""raw"": ""120 g piña natural en cubos""}, {""raw"": ""80 g pepino""}, {""raw"": ""80 g aguacate""}, {""raw"": ""10 g semillas de sésamo""}, {""raw"": ""10 g AOVE""}, {""raw"": ""1 cda salsa de soja (15 ml)""}, {""raw"": ""Zumo de ½ lima""}, {""raw"": ""1 cdita miel (opcional para equilibrar)""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""Toque de jengibre (opcional pero queda espectacular)""}, {""raw"": ""1 cda salsa de soja""}, {""raw"": ""1 cdita vinagre de arroz""}, {""raw"": ""1 cdita miel o sirope""}, {""raw"": ""1 cdita lima""}, {""raw"": ""Jengibre rallado""}]",405,"1. Corta el salmón en cubos y mézclalo con el marinado rápido (soja  vinagre  miel 
lima).
2. Corta ...",,lunch,,,True,False
bff57966-5516-41d4-9f00-db87f04ddac1,BOWL 2 - Bowl Proteico de Salmón y Boniato,Receta dinner deliciosa y nutritiva,dinner,easy,10,5,1,520,32.0,45.0,20.0,7.0,8.0,400.0,8,"[{""raw"": ""- 180 g de Salmón fresco""}, {""raw"": ""- 200 g de Boniato""}, {""raw"": ""- 60 g de Espinaca""}, {""raw"": ""- 40 g de Pimiento verde""}, {""raw"": ""- 10 g de AOVE""}, {""raw"": ""- 1 pizca de Cúrcuma, pimienta, ajo en polvo""}, {""raw"": ""- 1 pizca de Sal marina""}, {""raw"": ""- 10 ml de Zumo de 1/4 limón""}]",319,"1. Corta el boniato en cubos y cocínalo al vapor o microondas hasta que esté tierno (5-7 min).
2. En...","normal, high_protein","dinner, post_workout",,"proteico, omega3, post_workout",True,False
2f4cc316-1324-4a36-bfaa-6baa6f3c85c0,BOWL 3 - Bowl Energy de Ternera y Arroz,Receta lunch deliciosa y nutritiva,lunch,medium,20,5,1,580,38.0,55.0,18.0,5.0,4.0,450.0,9,"[{""raw"": ""- 150 g de Carne picada de ternera 90-95 magra""}, {""raw"": ""- 150 g de Arroz cocido""}, {""raw"": ""- 70 g de Calabacín""}, {""raw"": ""- 50 g de Zanahoria""}, {""raw"": ""- 20 g de Cebolla""}, {""raw"": ""- 10 g de AOVE""}, {""raw"": ""- 15 ml de Zumo de 1/2 limón""}, {""raw"": ""- 1 pizca de Orégano o hierbas provenzales""}, {""raw"": ""- 1 pizca de Sal y pimienta""}]",281,"1. Cocina la ternera en sartén con sal, pimienta y orégano.
2. En la misma sartén, añade el calabací...","normal, high_protein",lunch,,"energy, proteico, completo",True,False
83197e76-8412-4062-9627-06687facdfb4,BOWL 4 - Ensalada Mediterránea con Sardinas,Receta lunch deliciosa y nutritiva,lunch,easy,10,0,1,480,28.0,22.0,30.0,8.0,6.0,500.0,9,"[{""raw"": ""- 120 g de Sardinas en aceite de oliva (escurridas)""}, {""raw"": ""- 100 g de Aguacate""}, {""raw"": ""- 150 g de Tomate cherry o rama""}, {""raw"": ""- 80 g de Lechuga o mezcla verde""}, {""raw"": ""- 60 g de Pepino""}, {""raw"": ""- 15 g de AOVE""}, {""raw"": ""- 15 ml de Zumo de 1/2 limón""}, {""raw"": ""- 50 g de Yogur griego (opcional para salsa)""}, {""raw"": ""- 1 pizca de Sal marina y pimienta negra""}]",269,"1. Lava y corta la lechuga, tomates y pepino.
2. Corta el aguacate en cubos grandes.
3. Escurre las ...","mediterranean, high_protein","lunch, dinner",,"mediterraneo, omega3, rapida",True,False
4f20f3f2-7167-42e0-8e5d-351ea3614e34,BOWL 5 - Ensalada Fresca de Atún y Aguacate,Receta lunch deliciosa y nutritiva,lunch,easy,5,0,1,460,32.0,25.0,26.0,7.0,5.0,450.0,8,"[{""raw"": ""- 160 g de Atún en agua o AOVE (escurrido)""}, {""raw"": ""- 100 g de Aguacate""}, {""raw"": ""- 150 g de Tomate""}, {""raw"": ""- 70 g de Cebolla morada""}, {""raw"": ""- 20 g de Aceitunas""}, {""raw"": ""- 15 g de AOVE""}, {""raw"": ""- 10 ml de Zumo de 1/4 limón""}, {""raw"": ""- 1 pizca de Sal y pimienta negra""}]",209,"1. Mezcla en un bol el tomate cortado, la cebolla y las aceitunas.
2. Añade el atún escurrido.
3. In...","normal, high_protein","lunch, dinner",,"rapida, proteico, omega3",True,False
96c710e3-e174-4292-a82e-c3eb6bd924c5,BOWL 6 - Ensalada Mediterránea de Caballa y,Receta lunch,lunch,easy,10,0,1,538,31.0,58.0,31.0,5.0,11.0,257.0,8,"[{""raw"": ""140 g de caballa en AOVE (escurrida)""}, {""raw"": ""100 g de aguacate""}, {""raw"": ""150 g de tomate""}, {""raw"": ""80 g de pepino""}, {""raw"": ""60 g de pimiento rojo""}, {""raw"": ""1 huevo cocido""}, {""raw"": ""15 g de AOVE""}, {""raw"": ""Sal, pimienta negra""}]",208,"1. Corta todas las verduras en cubos medianos.
2. Añade el huevo cocido en cuartos.
3. Coloca la cab...",,lunch,,,True,False
71a54615-6ff2-40ab-8348-44f242e64be3,BOWL 6 - Ensalada Mediterránea de Caballa y Aguacate,Receta lunch deliciosa y nutritiva,lunch,easy,10,0,1,510,26.0,28.0,32.0,9.0,7.0,500.0,9,"[{""raw"": ""- 140 g de Caballa en AOVE""}, {""raw"": ""- 100 g de Aguacate""}, {""raw"": ""- 120 g de Tomate cherry""}, {""raw"": ""- 80 g de Mezcla verde o lechuga""}, {""raw"": ""- 60 g de Pepino""}, {""raw"": ""- 30 g de Cebolla morada""}, {""raw"": ""- 10 g de AOVE extra""}, {""raw"": ""- 15 ml de Zumo de 1/2 limón""}, {""raw"": ""- 1 pizca de Sal y pimienta""}]",259,"1. Lava y corta la lechuga, tomates y pepino.
2. Corta el aguacate en cubos grandes.
3. Escurre la c...","mediterranean, high_protein","lunch, dinner",,"mediterraneo, omega3, rapida",True,False
5d3d61cb-2358-4f69-abd0-932ccbf43fe4,BOWL 7 - Ensalada Verde con Salmón,Receta lunch,lunch,easy,10,0,1,589,35.0,62.0,31.0,2.0,7.0,219.0,8,"[{""raw"": ""150 g de salmón ahumado de buena calidad""}, {""raw"": ""100 g de aguacate""}, {""raw"": ""150 g de mezcla verde: rúcula, canónigos o lechuga""}, {""raw"": ""80 g de tomate cherry""}, {""raw"": ""50 g de pepino""}, {""raw"": ""15 g de AOVE""}, {""raw"": ""Zumo de ½ limón""}, {""raw"": ""Pimienta negra""}]",181,"1. Mezcla la base de hojas verdes con tomates y pepino.
2. Añade el aguacate en cubos.
3. Coloca el ...",,lunch,,,True,False
822cb895-4497-4b1d-8761-6104baee5aab,BOWL 8 - Bowl Power de Pollo hummus y,Receta lunch,lunch,easy,15,0,1,525,56.0,47.0,17.0,10.0,7.0,586.0,7,"[{""raw"": ""180 g de pollo""}, {""raw"": ""180 g de boniato cocido""}, {""raw"": ""70 g de hummus natural""}, {""raw"": ""60 g de espinacas""}, {""raw"": ""50 g de pepino""}, {""raw"": ""10 g de AOVE""}, {""raw"": ""Sal, pimienta, orégano""}]",175,"1. Saltea el pollo con sal y pimienta.
2. Calienta el boniato.
3. Monta el bowl con espinacas de bas...",,lunch,,,True,False
22772a62-e544-4b95-8d40-a5b13526b87e,BOWL 9 - Bowl Proteico de Ternera arroz y,Receta lunch,lunch,medium,20,0,1,543,34.4,59.6,19.2,5.96,8.94,400.0,8,"[{""raw"": ""- 150 g de Ternera magra""}, {""raw"": ""- 150 g de Arroz blanco cocido""}, {""raw"": ""- 100 g de Brócoli al vapor""}, {""raw"": ""- 80 g de Tomate cherry""}, {""raw"": ""- 80 g de Pimiento rojo""}, {""raw"": ""- 10 ml de Aceite de oliva virgen extra""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta negra""}]",527,"1. Cocina la ternera magra en una sartén con aceite de oliva, sal y pimienta durante 5-6 minutos has...",,lunch,,,True,False
90a4f217-6383-45b9-9711-552662264400,CREMA 10 - Crema Blanca de,Receta dinner,dinner,medium,20,0,1,538,32.0,42.0,7.0,3.0,6.0,639.0,4,"[{""raw"": ""200 g puerro""}, {""raw"": ""150 g patata""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",81,"Cocina puerro y patata hasta ablandar.
 Tritura con AOVE.
 Ajusta sal y pimienta.",,dinner,,,True,False
8f277061-d29c-4f61-b373-d465afe77486,CREMA 10 - Crema Blanca de,Receta dinner,dinner,easy,20,0,1,339,27.0,59.0,13.0,8.0,18.0,510.0,4,"[{""raw"": ""200 g puerro""}, {""raw"": ""150 g patata""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",88,"1. Cocina puerro y patata hasta ablandar.
2. Tritura con AOVE.
3. Ajusta sal y pimienta.",,dinner,,,True,False
c8c4cc61-0643-495b-aab7-313c3b4a131e,CREMA 11 - Crema de Patata y,Receta dinner,dinner,medium,20,0,1,338,31.0,70.0,21.0,7.0,10.0,732.0,11,"[{""raw"": ""150 g patata""}, {""raw"": ""1 calabacín""}, {""raw"": ""½ cebolla""}, {""raw"": ""AOVE""}, {""raw"": ""Sal""}, {""raw"": ""300 g patata""}, {""raw"": ""40 g queso fresco batido o 40 g queso fresco normal (para cremosidad sin""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""40–60 ml agua caliente o caldo suave (según textura)""}, {""raw"": ""Sal""}, {""raw"": ""Pimienta blanca (opcional, pero queda delicioso)""}]",1935,"Cocina todo junto.
 Tritura con AOVE.
 Ajusta de sal.
 Cocina las patatas en agua con sal hasta que ...",,dinner,,,True,False
