id,name,description,category,difficulty,prep_time_minutes,cook_time_minutes,servings,calories,protein,carbs,fat,fiber,sugar,sodium,ingredients_count,ingredients_json,instructions_length,instructions_preview,diet_types,meal_types,allergens,tags,is_system,is_featured
8cccbea0-e888-4131-8055-26425286baa1,CREMA 11 - Crema de Patata y,Receta dinner,dinner,easy,15,0,1,432,37.0,59.0,10.0,9.0,1.0,247.0,11,"[{""raw"": ""150 g patata""}, {""raw"": ""1 calabacín""}, {""raw"": ""½ cebolla""}, {""raw"": ""AOVE""}, {""raw"": ""Sal""}, {""raw"": ""300 g patata""}, {""raw"": ""40 g queso fresco batido o 40 g queso fresco normal (para cremosidad sin""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""40–60 ml agua caliente o caldo suave (según textura)""}, {""raw"": ""Sal""}, {""raw"": ""Pimienta blanca (opcional, pero queda delicioso)""}]",60,"1. Cocina todo junto.
2. Tritura con AOVE.
3. Ajusta de sal.",,dinner,,,True,False
06968c46-3cdd-4f66-8f42-6d85606b1c53,CREMA 1 - Crema de Calabaza y,Receta dinner,dinner,medium,20,0,1,352,33.0,56.0,10.0,2.0,5.0,516.0,6,"[{""raw"": ""300 g calabaza""}, {""raw"": ""100 g zanahoria""}, {""raw"": ""½ cebolla""}, {""raw"": ""1 diente ajo""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}]",85,"Cocina calabaza, zanahoria, cebolla y ajo.
 Tritura con AOVE.
 Ajusta sal y pimienta.",,dinner,,,True,False
65d225fd-4521-4c6a-a08c-61f2952037fd,CREMA 1 - Crema de Calabaza y,Receta dinner,dinner,medium,20,0,1,468,33.0,57.0,22.0,6.0,4.0,192.0,6,"[{""raw"": ""300 g calabaza""}, {""raw"": ""100 g zanahoria""}, {""raw"": ""½ cebolla""}, {""raw"": ""1 diente ajo""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}]",85,"Cocina calabaza, zanahoria, cebolla y ajo.
 Tritura con AOVE.
 Ajusta sal y pimienta.",,dinner,,,True,False
0f018695-bc7d-4d3a-a2ea-70f02997b23e,CREMA 1 - Crema de Calabaza y Zanahoria Suave,Receta dinner deliciosa y nutritiva,dinner,easy,10,10,1,180,4.0,25.0,8.0,6.0,8.0,350.0,6,"[{""raw"": ""- 300 g de Calabaza""}, {""raw"": ""- 100 g de Zanahoria""}, {""raw"": ""- 50 g de Cebolla""}, {""raw"": ""- 1 diente de Ajo""}, {""raw"": ""- 10 g de AOVE""}, {""raw"": ""- 1 pizca de Sal y pimienta""}]",155,"1. Cocina calabaza, zanahoria, cebolla y ajo hasta que estén tiernos.
2. Tritura con AOVE hasta obte...","vegetarian, vegan",dinner,,"crema, vegetariano, suave",True,False
bb7a0acd-685a-4038-9fc0-3e107f19d7e9,CREMA 2 - Crema de Calabacín con,Receta dinner,dinner,easy,15,0,1,300,45.0,45.0,18.0,2.0,4.0,264.0,5,"[{""raw"": ""2 calabacines""}, {""raw"": ""½ cebolla""}, {""raw"": ""60 g queso fresco o de cabra""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",94,"1. Cocina calabacín y cebolla.
2. Tritura con queso fresco/cabra y AOVE.
3. Pimienta al gusto.",,dinner,,,True,False
cf7c88a8-5065-4df4-bdfd-9b1bd8b48b6e,CREMA 2 - Crema de Calabacín con,Receta dinner,dinner,medium,20,0,1,381,26.0,37.0,22.0,5.0,10.0,262.0,5,"[{""raw"": ""2 calabacines""}, {""raw"": ""½ cebolla""}, {""raw"": ""60 g queso fresco o de cabra""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",87,"Cocina calabacín y cebolla.
 Tritura con queso fresco/cabra y AOVE.
 Pimienta al gusto.",,dinner,,,True,False
20306a58-328d-4ecc-a012-cd233d51c5dc,CREMA 2 - Crema de Calabacín con Queso,Receta dinner deliciosa y nutritiva,dinner,easy,10,5,1,220,12.0,18.0,11.0,4.0,6.0,380.0,5,"[{""raw"": ""- 200 g de Calabacines""}, {""raw"": ""- 50 g de Cebolla""}, {""raw"": ""- 60 g de Queso fresco o de cabra""}, {""raw"": ""- 5 g de AOVE""}, {""raw"": ""- 1 pizca de Sal y pimienta""}]",150,"1. Cocina calabacín y cebolla hasta que estén tiernos.
2. Tritura con queso fresco/cabra y AOVE hast...",vegetarian,dinner,,"crema, vegetariano, cremosa",True,False
8dd5eea1-be24-41a2-a50e-3a6aec26052f,CREMA 3 - Puré de Patata y,Receta lunch,lunch,easy,20,0,1,387,34.0,68.0,13.0,2.0,2.0,636.0,5,"[{""raw"": ""200 g patata""}, {""raw"": ""150 g zanahoria""}, {""raw"": ""1 huevo duro""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal""}]",102,"1. Cocina patata y zanahoria.

2. Tritura con AOVE hasta que quede puré.
3. Añade huevo picado encim...",,lunch,,,True,False
c947d335-ce3e-4856-a825-b453882f2ef3,CREMA 3 - Puré de Patata y,Receta lunch,lunch,medium,20,0,1,598,47.0,68.0,22.0,4.0,9.0,783.0,5,"[{""raw"": ""200 g patata""}, {""raw"": ""150 g zanahoria""}, {""raw"": ""1 huevo duro""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal""}]",94,"Cocina patata y zanahoria.
 Tritura con AOVE hasta que quede puré.
 Añade huevo picado encima.",,lunch,,,True,False
bfa67f47-9d2f-4f12-9a1a-b3bbb51f2b67,CREMA 3 - Puré de Patata y Zanahoria con Huevo Picado,Receta lunch deliciosa y nutritiva,lunch,easy,10,10,1,350,15.0,48.0,12.0,6.0,7.0,400.0,5,"[{""raw"": ""- 200 g de Patata""}, {""raw"": ""- 150 g de Zanahoria""}, {""raw"": ""- 1 unidad de Huevo duro""}, {""raw"": ""- 10 g de AOVE""}, {""raw"": ""- 1 pizca de Sal""}]",145,"1. Cocina patata y zanahoria hasta que estén muy blandas.
2. Tritura con AOVE hasta que quede puré s...",vegetarian,lunch,,"pure, proteico, comfort",True,False
372816a5-429d-4399-a73f-cd6dbf8e2529,CREMA 4 - Crema de Pimiento Rojo,Receta lunch,lunch,easy,20,0,1,533,34.0,73.0,19.0,10.0,2.0,720.0,5,"[{""raw"": ""2 pimientos rojos""}, {""raw"": ""2 tomates""}, {""raw"": ""½ cebolla""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}]",85,"1. Asa o saltea pimientos, tomates y cebolla.
2. Tritura con AOVE.

3. Ajusta de sal.",,lunch,,,True,False
5d14e3a8-6bbd-4598-9aa9-e00eef8cceac,CREMA 4 - Crema de Pimiento Rojo,Receta lunch,lunch,medium,20,0,1,350,32.0,67.0,25.0,12.0,8.0,314.0,5,"[{""raw"": ""2 pimientos rojos""}, {""raw"": ""2 tomates""}, {""raw"": ""½ cebolla""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}]",77,"Asa o saltea pimientos, tomates y cebolla.
 Tritura con AOVE.
 Ajusta de sal.",,lunch,,,True,False
74159005-34c3-4cd6-9881-9bd79b8d9521,CREMA 5 - Puré de Boniato y,Receta dinner,dinner,medium,20,0,1,515,32.0,60.0,16.0,6.0,10.0,280.0,4,"[{""raw"": ""250 g boniato""}, {""raw"": ""150 g zanahoria""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Pizca de sal""}]",58,"Cocina boniato y zanahoria.
 Tritura con AOVE.
 Añade sal.",,dinner,,,True,False
b99fedb6-23b1-4eac-b89f-8372fe6c4380,CREMA 5 - Puré de Boniato y,Receta dinner,dinner,easy,20,0,1,286,37.0,43.0,10.0,2.0,7.0,186.0,4,"[{""raw"": ""250 g boniato""}, {""raw"": ""150 g zanahoria""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Pizca de sal""}]",65,"1. Cocina boniato y zanahoria.
2. Tritura con AOVE.
3. Añade sal.",,dinner,,,True,False
6acbdfd8-a5e4-4a8b-bd65-018bf0e6806d,CREMA 6 - Crema de Verduras,Receta lunch,lunch,medium,20,0,1,637,28.0,74.0,13.0,5.0,15.0,800.0,6,"[{""raw"": ""1 calabacín""}, {""raw"": ""1 zanahoria""}, {""raw"": ""1 pimiento rojo""}, {""raw"": ""½ cebolla""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}]",92,"Asa las verduras o márcalas en sartén.
 Tritura con un poco de agua.
 Ajusta sal y pimienta.",,lunch,,,True,False
ab2a9ec8-658d-497b-8e11-251b0bb169ab,CREMA 6 - Crema de Verduras,Receta lunch,lunch,medium,25,0,1,598,37.0,66.0,23.0,7.0,12.0,244.0,6,"[{""raw"": ""1 calabacín""}, {""raw"": ""1 zanahoria""}, {""raw"": ""1 pimiento rojo""}, {""raw"": ""½ cebolla""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}]",99,"1. Asa las verduras o márcalas en sartén.
2. Tritura con un poco de agua.
3. Ajusta sal y pimienta.",,lunch,,,True,False
d275f74d-6c6b-4775-97bf-dd8cdb766d81,CREMA 7 - Crema Suave de Coliflor,Receta dinner,dinner,medium,20,0,1,415,37.0,42.0,11.0,4.0,9.0,153.0,5,"[{""raw"": ""250 g coliflor""}, {""raw"": ""100 g patata""}, {""raw"": ""40 g queso fresco (opcional)""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",72,"1. Cocina coliflor y patata.
2. Tritura con queso y AOVE.
3. Ajusta sal.",,dinner,,,True,False
c2fefa5c-e5f8-4fe5-acfd-4f91600fd9b6,CREMA 7 - Crema Suave de Coliflor,Receta dinner,dinner,medium,20,0,1,392,28.0,49.0,16.0,2.0,3.0,215.0,5,"[{""raw"": ""250 g coliflor""}, {""raw"": ""100 g patata""}, {""raw"": ""40 g queso fresco (opcional)""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",65,"Cocina coliflor y patata.
 Tritura con queso y AOVE.
 Ajusta sal.",,dinner,,,True,False
97b20d86-26c8-4e40-9d6a-f59576bd3574,CREMA 8 - Crema de Calabacín con,Receta dinner,dinner,easy,18,0,1,466,33.0,39.0,17.0,12.0,16.0,530.0,4,"[{""raw"": ""2 calabacines""}, {""raw"": ""1 puerro""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",91,"1. Sofríe puerro 3 min.
2. Añade calabacín  agua.
3. Cocina 10–12 min.
4. Tritura con AOVE.",,dinner,,,True,False
e68fc0c7-a1fd-48a7-8c7e-36129118c1d8,CREMA 8 - Crema de Calabacín con,Receta dinner,dinner,medium,20,0,1,440,45.0,58.0,19.0,7.0,6.0,454.0,4,"[{""raw"": ""2 calabacines""}, {""raw"": ""1 puerro""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y pimienta""}]",82,"Sofríe puerro 3 min.
 Añade calabacín  agua.
 Cocina 10–12 min.
 Tritura con AOVE.",,dinner,,,True,False
46998dd4-28cb-4620-ae34-1d6066ad19a5,CREMA 9 - Puré de Lenteja Roja,Receta lunch,lunch,medium,20,0,1,492,45.0,52.0,22.0,10.0,3.0,459.0,5,"[{""raw"": ""80 g lenteja roja""}, {""raw"": ""150 g zanahoria""}, {""raw"": ""½ cebolla""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y comino suave""}]",102,"1. Cocina lenteja roja, zanahoria y cebolla.
2. Tritura con AOVE y una pizca de comino.
3. Ajusta sa...",,lunch,,,True,False
f2833710-68fe-40e5-84b9-452f4b53ab59,CREMA 9 - Puré de Lenteja Roja,Receta lunch,lunch,medium,20,0,1,479,34.0,46.0,10.0,10.0,15.0,178.0,5,"[{""raw"": ""80 g lenteja roja""}, {""raw"": ""150 g zanahoria""}, {""raw"": ""½ cebolla""}, {""raw"": ""1 cdita AOVE""}, {""raw"": ""Sal y comino suave""}]",95,"Cocina lenteja roja, zanahoria y cebolla.
 Tritura con AOVE y una pizca de comino.
 Ajusta sal.",,lunch,,,True,False
da2490ca-a34a-42f2-905d-56ab143a3e07,FAJITA 10 - Fajita Fantasía con Salsa de,Receta lunch,lunch,medium,20,0,1,273,6.2,34.3,13.0,4.12,3.43,400.0,7,"[{""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}, {""raw"": ""- 80 g de Tomate""}, {""raw"": ""- 80 g de Pimiento""}, {""raw"": ""- 50 g de Cebolla""}]",431,"1. Corta las verduras (tomate, pimiento) en tiras finas y saltéalas en la misma sartén durante 2-3 m...",,lunch,,,True,False
7dc5767d-ef03-4563-96bf-dec517b11e0a,FAJITA 11 - Kebab de Pollo y Salsa de Yogur,Receta lunch,lunch,easy,20,0,1,757,43.0,68.0,21.0,11.0,6.0,527.0,118,"[{""raw"": ""150 g pollo en tiras""}, {""raw"": ""60 g lechuga o repollo""}, {""raw"": ""40 g tomate""}, {""raw"": ""40 g pepino""}, {""raw"": ""20 g pimiento rojo (clave para hierro  vit C)""}, {""raw"": ""50 g yogur natural sin azúcar""}, {""raw"": ""Zumo de limón ( vitamina C)""}, {""raw"": ""1 pizca de ajo en polvo""}, {""raw"": ""1 pizca sal  comino  cúrcuma  pimienta negra  pimentón dulce""}, {""raw"": ""1 chorrito de agua para textura""}, {""raw"": ""10 g de AOVE""}, {""raw"": ""Tortilla integral o de trigo sarraceno (de ser posible) (60-70 g)""}, {""raw"": ""150 g salmón en cubos""}, {""raw"": ""120 g patata en dados pequeños""}, {""raw"": ""80 g puerro picado""}, {""raw"": ""50 g zanahoria picada""}, {""raw"": ""200 ml caldo de pescado o verduras""}, {""raw"": ""1 hoja de laurel""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Eneldo, pimienta, sal""}, {""raw"": ""(Opcional) 1 chorrito de leche de coco ligera para textura""}, {""raw"": ""1 huevo cocido""}, {""raw"": ""50 g salmón ahumado""}, {""raw"": ""40 g aguacate""}, {""raw"": ""1 rebanada pan masa madre""}, {""raw"": ""10 g nueces pecanas o de Brasil""}, {""raw"": ""AOVE""}, {""raw"": ""Fácil""}, {""raw"": ""12 min""}, {""raw"": ""2 rebanadas pan de masa madre""}, {""raw"": ""150 g pollo""}, {""raw"": ""100 g aguacate""}, {""raw"": ""80 g tomate""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Orégano, sal, pimienta""}, {""raw"": ""Fácil""}, {""raw"": ""10 min""}, {""raw"": ""1 bagel""}, {""raw"": ""120 g salmón ahumado""}, {""raw"": ""1 huevo cocido""}, {""raw"": ""30 g lechuga""}, {""raw"": ""20g tomate""}, {""raw"": ""50 g pepino""}, {""raw"": ""AOVE  limón""}, {""raw"": ""2 rebanadas pan de centeno""}, {""raw"": ""1 lata de atún""}, {""raw"": ""100 g guacamole""}, {""raw"": ""50 g zanahoria rallada""}, {""raw"": ""Limón""}, {""raw"": ""2 rebanadas pan de kamut""}, {""raw"": ""150 g ternera en tiras""}, {""raw"": ""80 g pimiento""}, {""raw"": ""10 g AOVE""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""1 pan de pagès masa madre (120 g)""}, {""raw"": ""2 huevos""}, {""raw"": ""80 g aguacate""}, {""raw"": ""Pimienta y limón""}, {""raw"": ""1 bagel integral""}, {""raw"": ""150 g pavo""}, {""raw"": ""50 g pepino""}, {""raw"": ""Salsa: 1 cda tahini  limón  agua  sal""}, {""raw"": ""2 rebanadas pan de masa madre""}, {""raw"": ""1 berenjena en rodajas""}, {""raw"": ""80 g queso fresco""}, {""raw"": ""100 g tomate""}, {""raw"": ""AOVE, orégano""}, {""raw"": ""1 mini baguette masa madre""}, {""raw"": ""150 g atún""}, {""raw"": ""1 huevo duro""}, {""raw"": ""80 g pimiento""}, {""raw"": ""Tomate en rodajdas""}, {""raw"": ""20-30 gr mayonesa light""}, {""raw"": ""Pan de pagès (120 g)""}, {""raw"": ""150 g pollo""}, {""raw"": ""100 g guacamole""}, {""raw"": ""80 g tomate en rodajas""}, {""raw"": ""Lechuga""}, {""raw"": ""1 bagel integral""}, {""raw"": ""150 g tofu""}, {""raw"": ""80 g Tomate en rodajas""}, {""raw"": ""80 g aguacate""}, {""raw"": ""Salsa soja  limón""}, {""raw"": ""1 mini baguette""}, {""raw"": ""150 g pavo""}, {""raw"": ""80 g pimiento""}, {""raw"": ""40 g hummus""}, {""raw"": ""Pan pagès (120 g)""}, {""raw"": ""150 g carne picada magra""}, {""raw"": ""30 g queso""}, {""raw"": ""80 g tomate""}, {""raw"": ""2 rebanadas pan kamut""}, {""raw"": ""1/2 berenjena""}, {""raw"": ""80 g espinacas""}, {""raw"": ""Salsa tahini-limón""}, {""raw"": ""1 mini baguette""}, {""raw"": ""1 lata atún""}, {""raw"": ""100 g guacamole""}, {""raw"": ""50 g zanahoria rallada""}, {""raw"": ""Limón""}, {""raw"": ""Fácil""}, {""raw"": ""12 minutos""}, {""raw"": ""2 rebanadas pan de masa madre integral""}, {""raw"": ""150 g pollo en tiras""}, {""raw"": ""60 g lechuga""}, {""raw"": ""80 g tomate""}, {""raw"": ""10 g AOVE""}, {""raw"": ""1 cda yogur""}, {""raw"": ""1 cdita mostaza""}, {""raw"": ""1 cdita miel""}, {""raw"": ""Sal y pimienta""}, {""raw"": ""Fácil""}, {""raw"": ""10 minutos""}, {""raw"": ""1 bagel masa madre""}, {""raw"": ""3 huevos""}, {""raw"": ""80 g aguacate""}, {""raw"": ""Sal, pimienta""}, {""raw"": ""5 g AOVE para la sartén""}]",420,"1. Marina el pollo 5 min con comino  cúrcuma  pimentón  pizca sal  AOVE.
2. Cocina a fuego alto 4–5 ...",,lunch,,,True,False
b63f81c2-5a9a-4436-8fe2-d0bf9b6ce3bd,FAJITA 1 - Fajita de Pollo Clásica,Receta lunch,lunch,medium,20,0,1,378,35.1,20.6,16.1,2.47,2.06,400.0,5,"[{""raw"": ""- 150 g de Pechuga de pollo""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",425,"1. Corta el pechuga de pollo en tiras y saltéalo en una sartén con aceite de oliva, sal y pimienta d...",,lunch,,,True,False
fa03f8b7-78f1-4a3c-85f5-7eda5943bca9,FAJITA 2 - Fajita de Pollo No tan Clásica,Receta lunch,lunch,medium,20,0,1,378,35.1,20.6,16.1,2.47,2.06,400.0,5,"[{""raw"": ""- 150 g de Pechuga de pollo""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",425,"1. Corta el pechuga de pollo en tiras y saltéalo en una sartén con aceite de oliva, sal y pimienta d...",,lunch,,,True,False
4cbd8ebe-9c7b-4bd8-ba7e-9c0d4d137dd6,FAJITA 3 - Fajita de Carne con Queso,Receta lunch,lunch,medium,20,0,1,443,36.1,22.6,22.5,2.71,2.26,400.0,6,"[{""raw"": ""- 150 g de Carne de res""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 40 g de Queso fresco""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",408,"1. Cocina la carne de res en una sartén con aceite de oliva, sal y pimienta durante 5-6 minutos hast...",,lunch,,,True,False
66e30ddc-ff99-4c12-b748-20e6c232c003,FAJITA 4 - Fajita de Atún con Zanahoria,Receta dinner,dinner,medium,20,0,1,358,30.7,26.6,13.6,3.19,2.66,400.0,6,"[{""raw"": ""- 120 g de Atún al natural""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 60 g de Zanahoria""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",538,"1. Cocina el atún al natural en una sartén con aceite de oliva, sal y pimienta durante 2-3 minutos p...",,dinner,,,True,False
fe24cb85-1b45-4180-bdd3-570435a97547,FAJITA 5 - Fajita de Berenjena,Receta lunch,lunch,medium,20,0,1,238,5.1,26.6,12.7,3.19,2.66,400.0,5,"[{""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 100 g de Berenjena""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",418,"1. Corta la berenjena en tiras y saltéala en una sartén con aceite de oliva, sal y pimienta durante ...",,lunch,,,True,False
37b1f2a1-01ab-42f5-ba51-065226db0d9d,FAJITA 6 - Fajita de Pollo al Limón,Receta lunch,lunch,medium,20,0,1,381,35.1,21.4,16.1,2.57,2.14,400.0,6,"[{""raw"": ""- 150 g de Pechuga de pollo""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 10 ml de Limón""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",425,"1. Corta el pechuga de pollo en tiras y saltéalo en una sartén con aceite de oliva, sal y pimienta d...",,lunch,,,True,False
7a232603-08fa-4e9a-b572-2aaee3cbe0f8,FAJITA 7 - Fajita Vegetal con Salsa de Yogur,Receta dinner,dinner,medium,20,0,1,272,14.1,24.2,12.9,2.9,2.42,400.0,5,"[{""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 100 g de Yogur griego""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",404,"1. Prepara la salsa de yogur mezclando el yogur griego con un poco de aceite de oliva, sal, pimienta...",,dinner,,,True,False
056a5cb2-fbfd-44cd-9d48-72a3ae0ca520,FAJITA 8 - Fajita de Carne Picada Mex,Receta lunch,lunch,medium,20,0,1,393,30.1,20.6,20.5,2.47,2.06,400.0,5,"[{""raw"": ""- 150 g de Carne de res""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",408,"1. Cocina la carne de res en una sartén con aceite de oliva, sal y pimienta durante 5-6 minutos hast...",,lunch,,,True,False
0f0c54e6-c2e8-4feb-8adb-6e69e8654cc8,FAJITA 9 - Fajita de Atún,Receta dinner,dinner,medium,20,0,1,333,30.1,20.6,13.5,2.47,2.06,400.0,5,"[{""raw"": ""- 120 g de Atún al natural""}, {""raw"": ""- 1 unidad de Tortilla integral""}, {""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}]",397,"1. Cocina el atún al natural en una sartén con aceite de oliva, sal y pimienta durante 2-3 minutos p...",,dinner,,,True,False
80940774-ce60-48e1-8861-e8b15ab533e9,PURÉ DE PATATA CREMOSO,Receta dinner deliciosa y nutritiva,dinner,easy,20,10,1,380,10.0,52.0,14.0,5.0,4.0,400.0,6,"[{""raw"": ""- 300 g de Patata""}, {""raw"": ""- 40 g de Queso fresco batido""}, {""raw"": ""- 5 g de AOVE""}, {""raw"": ""- 50 ml de Agua caliente o caldo""}, {""raw"": ""- 1 pizca de Sal""}, {""raw"": ""- 1 pizca de Pimienta blanca""}]",433,"1. Cocina las patatas en agua con sal hasta que estén muy blandas.
2. Escúrrelas bien y tritúralas c...",vegetarian,"dinner, lunch",,"pure, comfort, cremoso",True,False
bd62a75e-2a4b-461c-9245-ed9f8e13c7b9,TABLA 10 - Tabla Vegana Alta en Fibra,Receta lunch,lunch,easy,10,0,1,153,2.2,14.3,10.5,1.72,1.43,400.0,6,"[{""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}, {""raw"": ""- 80 g de Tomate""}, {""raw"": ""- 80 g de Pimiento""}, {""raw"": ""- 50 g de Cebolla""}]",370,"Cocina el pollo
 Sazona con sal y pimienta.
 Cocina a la plancha y córtalo en tiras una vez repose
 ...",,lunch,,,True,False
7655741c-bccc-4ac5-b901-dd24cf98e41b,TABLA 11 - Tabla TESTO BOOSTER A,Receta lunch,lunch,medium,20,0,1,153,2.2,14.3,10.5,1.72,1.43,400.0,6,"[{""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}, {""raw"": ""- 80 g de Tomate""}, {""raw"": ""- 80 g de Pimiento""}, {""raw"": ""- 50 g de Cebolla""}]",382,"1. Prepara todos los ingredientes: lava y corta las verduras en trozos del tamaño deseado.
2. Si inc...",,lunch,,,True,False
34d7812f-7bb6-4581-9b6a-a2b01a5e0adf,TABLA 12 - Tabla TESTO BOOSTER B,Receta lunch,lunch,medium,20,0,1,153,2.2,14.3,10.5,1.72,1.43,400.0,6,"[{""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}, {""raw"": ""- 80 g de Tomate""}, {""raw"": ""- 80 g de Pimiento""}, {""raw"": ""- 50 g de Cebolla""}]",382,"1. Prepara todos los ingredientes: lava y corta las verduras en trozos del tamaño deseado.
2. Si inc...",,lunch,,,True,False
94b36a8a-e823-44e8-9aa2-26230190f0c9,TABLA 13 - Tabla Pro Digestiva,Receta dinner,dinner,medium,20,0,1,153,2.2,14.3,10.5,1.72,1.43,400.0,6,"[{""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}, {""raw"": ""- 80 g de Tomate""}, {""raw"": ""- 80 g de Pimiento""}, {""raw"": ""- 50 g de Cebolla""}]",382,"1. Prepara todos los ingredientes: lava y corta las verduras en trozos del tamaño deseado.
2. Si inc...",,dinner,,,True,False
364f67fc-b6bd-4c24-80b1-32ff10eb1543,TABLA 14 - Tabla Anti-Inflamatoria,Receta dinner,dinner,medium,20,0,1,153,2.2,14.3,10.5,1.72,1.43,400.0,6,"[{""raw"": ""- 10 ml de Aceite de oliva""}, {""raw"": ""- 2 g de Sal""}, {""raw"": ""- 1 g de Pimienta""}, {""raw"": ""- 80 g de Tomate""}, {""raw"": ""- 80 g de Pimiento""}, {""raw"": ""- 50 g de Cebolla""}]",382,"1. Prepara todos los ingredientes: lava y corta las verduras en trozos del tamaño deseado.
2. Si inc...",,dinner,,,True,False
